	Address	Id	Latitude	Longitude	Name
0	8 Carrer de Santaló, Sant Gervasi-Galvany, Barcelona, Barcelona, CT, ES, 08021	1726580000000.0	48.8708863	2.3382128	H tel Saint Marc
1	594 Avinguda Diagonal, Sant Gervasi-Galvany, Barcelona, Barcelona, CT, ES, 08021	1743760000000.0	48.8651994	2.3045076	Melia Paris Tour Eiffel
2	53 Carrer del Consell de Cent, Hostafrancs, Barcelona, Barcelona, CT, ES, 08014	1769530000000.0	48.8653685	2.328218	Le Meurice
3	49 Via Laietana, El Gòtic, Barcelona, Barcelona, CT, ES, 08002	1778120000000.0	48.8592264	2.340996	Relais Du Louvre
4	667 Avinguda Diagonal, La Maternitat i Sant Ramon, Barcelona, Barcelona, CT, ES, 08028	1786710000000.0	48.8538608	2.3429487	Relais H tel du Vieux Paris
5	271 Carrer d'Aragó, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08007	1795300000000.0	48.8801757	2.2859534	Les Jardins De La Villa Spa
6	7 Carrer de Vilana, Sant Gervasi-la Bonanova, Barcelona, Barcelona, CT, ES, 08017	1803890000000.0	48.866676	2.3089908	La Maison Champs Elys es
7	9 Plaça de Willy Brandt, Diag. Mar i el Front Mar. del Pob., Barcelona, Barcelona, CT, ES, 08019	1812480000000.0	48.8438352	2.3280708	Hotel Le Six
8	78 Avinguda del Paral.lel, El Raval, Barcelona, Barcelona, CT, ES, 08001	1829660000000.0	48.8691409	2.3031503	H tel Powers
9	29 Passeig de Gràcia, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08007	1864020000000.0	48.8663208	2.3450399	Hotel Bachaumont
10	42 Carrer d'Ausiàs March, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08010	1881200000000.0	48.886687	2.3449332	H tel Montmartre Mon Amour
11	11 Carrer de Sant Pau, El Raval, Barcelona, Barcelona, CT, ES, 08001	1906970000000.0	48.8756618	2.2863468	L Hotel Pergol se Paris
12	4 Carrer de la Plata, El Gòtic, Barcelona, Barcelona, CT, ES, 08002	1932740000000.0	48.8814425	2.3235592	Best Western Premier Kapital Op ra
13	20 Carrer del Capità Arenas, Pedralbes, Barcelona, Barcelona, CT, ES, 08034	1941330000000.0	48.8237487	2.324056	Mercure Paris Alesia
14	26 Carrer de Palaudàries, El Poblesec, Barcelona, Barcelona, CT, ES, 08004	1958510000000.0	48.8675886	2.3531018	Le 123 S bastopol Astotel
15	10 Carrer de n'Arai, El Gòtic, Barcelona, Barcelona, CT, ES, 08002	1975680000000.0	48.8704371	2.329236	Hotel Indigo Paris Opera
16	570 Avinguda Diagonal, Sant Gervasi-Galvany, Barcelona, Barcelona, CT, ES, 08021	1992860000000.0	48.8742767	2.3426276	Monsieur Cadet Hotel Spa Ex Meyerhold Spa
17	126 Carrer de Berruguete, La Vall d'Hebron, Barcelona, Barcelona, CT, ES, 08035	2027220000000.0	48.8710895	2.3393461	Mercure Paris Opera Louvre
18	28 Passeig de Picasso, S. Pere, Santa Caterina, i la Rib., Barcelona, Barcelona, CT, ES, 08003	2035810000000.0	48.8737043	2.3061477	H tel Champs lys es Plaza
19	Carrer de les Flors, El Raval, Barcelona, Barcelona, CT, ES, 08001	2044400000000.0	48.8376887	2.3063102	Holiday Inn Paris Montparnasse Pasteur
20	2 Carrer del Marquès de Mulhacén, Sarrià, Barcelona, Barcelona, CT, ES, 08034	2044400000000.0	48.8694768	2.3515065	Hotel Les Th tres
21	208 Carrer del Comte Borrell, La Nova Esquerra de l'Eixample, Barcelona, Barcelona, CT, ES, 08029	2078760000000.0	48.888539	2.3498459	Best Western Hotel Montmartre Sacr Coeur
22	62 Passeig de Gràcia, Dreta de l'Eixample, Barcelona, Barcelona, CT, ES, 08007	2095940000000.0	48.8524215	2.3743832	Hotel L Antoine
23	16 Carrer de Jaume I, El Gòtic, Barcelona, Barcelona, CT, ES, 08002	2095940000000.0	48.8382916	2.3230188	Holiday Inn Paris Gare Montparnasse
