Id,Name,Country,City,Latitude,Longitude
4,Best Western Holiday Hills,US,Coalville,40.91089,-111.40339
8589934594,Holiday Inn Express,US,Ashland,42.183544,-122.663345
25769803777,Travelodge,US,Oswego,43.45161,-76.53235
25769803782,Ibis Wuerzburg City,US,Gresham,49.802514,9.921491
34359738371,Super 8 Sallisaw,US,Sallisaw,35.451305,-94.805814
42949672962,Relax Inn,US,Colorado City,32.388258,-100.85452
42949672967,Pizza Hut,US,Redding,40.577811,-122.357688
51539607552,Hotel Guadalmedina,US,Ballentine,36.714936,-4.426402
60129542144,"The Golden Hotel, An Ascend Hotel Collection Member",US,Golden,39.75622,-105.22211
68719476736,Candlewood Suites Olathe,US,Olathe,38.847727,-94.824007
77309411329,Courtyard Hattiesburg,US,Hattiesburg,31.329254,-89.34979
77309411334,Antlers Inn,US,Walden,40.730393,-106.282208
85899345923,Concord Apartments By Boq Lodging,US,Arlington,38.849447,-77.050946
85899345926,Days Inn,US,Grand Junction,39.107304,-108.543741
1.03079E+11,Bethesda Gardens,US,Saint Louis,38.575336,-90.4065
1.11669E+11,Super 8 Gretna,US,Gretna,41.097218,-96.253174
1.20259E+11,Fairfield Inn and Suites By Marriott Idaho Falls,US,Idaho Falls,43.49497,-112.052329
1.28849E+11,Campanile Lyon Ecully,US,Cozad,45.787482,4.764851
1.37439E+11,Quality Inn,US,Sylacauga,33.218275,-86.194987
1.46029E+11,Extended Stay America,US,Portland,45.540782,-122.480386
1.46029E+11,Hyatt House Colorado Springs,US,Colorado Springs,38.916011,-104.82371
1.63209E+11,Hilton Garden Inn Kauai Wailua Bay,US,Kapaa,22.042716,-159.33808
1.63209E+11,Economy Inn,US,Redding,40.599105,-122.384362
1.80389E+11,Extended Stay America San Diego - Carlsbad Village By The Sea,US,Carlsbad,103887186.2,-117.344319
1.88979E+11,Knights Inn Carmel Hill,US,Monterey,36.584326,-121.901394
1.97568E+11,Motor Inns of America,US,Madisonville,35.50645,-84.36962
2.06158E+11,White Cliff Manor Bed and Breakfast,US,Saint Mary,37.8827,-89.953575
2.06158E+11,Residence Inn By Marriott Springdale,US,Springdale,36.17033,-94.18366
2.14748E+11,Super 8 Indianapolis,US,Indianapolis,39.70131,-86.083857
2.23338E+11,Triangle Motel,US,Alma,43.376896,-84.607124
2.31928E+11,Rustic Inn,US,Ely,39.250583,-114.882046
2.40518E+11,Residence Inn By Marriott Deptford,US,West Deptford,39.83456,-75.08841
2.57698E+11,Cherry Orchard Inn,US,Sunnyvale,37.352307,-122.003242
2.66288E+11,Holiday Inn Express & Suites Bay City,,Bay City,43.625193,-83.933687
2.83468E+11,Americinn Coralville,US,Coralville,41.70064,-91.607
2.92058E+11,Hyatt Dulles,US,Herndon,,
3.00648E+11,Kit Carson Lodge Restaurant,US,Pioneer,38.67073,-120.11612
3.09238E+11,Holiday Inn Express Hotel & Suites Emporia,US,Emporia,36.70669,-77.55991
3.17828E+11,Days Inn and Suites Albany,US,Albany,42.718398,-73.833766
3.43597E+11,Americas Best Value Inn,US,Burlington,39.29873832,-102.2781229
3.52187E+11,La Quinta Inn & Suites Auburn,US,Auburn,47.302352,-122.22717
3.60777E+11,Quality Inn,US,Carthage,32.14769,-94.32443
3.69367E+11,Blue Boar Inn,US,Midway,40.53192,-111.48952
3.86547E+11,Rodeway Inn Bushnell,US,Bushnell,28.66875,-82.140756
3.95137E+11,Hitching Horse Inn,US,Pierre,44.37594,-100.34851
4.03727E+11,Hi-way Inn of Kiowa,US,Kiowa,34.68557,-95.92182
4.12317E+11,Port-o-call Motel,US,Rockaway Beach,36.705227,-93.14969
4.29497E+11,Travelodge Shakopee,US,Shakopee,44.80142,-93.50884
4.38087E+11,Motel 6,US,Somerset,37.072174,-84.61848
4.38087E+11,Holiday Inn Express - Hillsboro,US,Hillsboro,45.532877,-122.920863
4.38087E+11,Breakers Hotel,US,Rehoboth Beach,38.71738,-75.082115
4.55267E+11,The Kingsport Inn,US,Kennebunkport,43.36319,-70.47717
4.55267E+11,Hilton Princess San Pedro Sula,US,Annapolis,15.499006,-88.037895
4.63856E+11,Hyatt Place Utica,US,Utica,42.628861,-83.010776
4.72446E+11,Mansfield Plantation Inc,US,Georgetown,33.424242,-79.274345
4.89626E+11,Ocean Breeze Motel Apts,US,Fort Lauderdale,26.174261,-80.09953
4.89626E+11,Elba Sara Beach & Golf Resort,US,Anderson,28.383928,-13.866039
4.98216E+11,Simpson House Inn,US,Santa Barbara,34.428888,-119.707704
5.06806E+11,Courtyard Columbus Worthington,US,Columbus,40.1145383,-83.0154621
5.15396E+11,Ramada Vandalia,,Vandalia,38.97034343,-89.12880845
5.32576E+11,Quality Inn,US,Montgomery,32.359833,-86.217384a
5.41166E+11,Holiday Inn Express Suites Woodland Hills,US,Woodland Hills,34.16724,-118.61943
5.58346E+11,Desert Sands Motel,US,Albuquerque,35.08376,-106.69324
5.58346E+11,Best Western Hospitality Hotel and Suites,US,Grand Rapids,,-85.5323
5.66936E+11,Hyatt Place San Antonio Airport - Quarry Market,US,San Antonio,29.50357,-98.48179
5.75526E+11,Drury Inn & Suites San Antonio Northwest Medical Center,US,San Antonio,29.532261,-98.560311
5.92705E+11,Seaside Oceanfront Inn & Restaurant,US,Seaside,45.990632,-123.930114
6.18475E+11,Country Inn and Suites By Carlson Corbin,US,Corbin,36.920051,-84.127582
6.27065E+11,Quality Suites Intercontinental Airport West,US,Houston,29.940256,-95.362277
6.52835E+11,Adria Motor Inn,US,Bayside,40.761604,-73.76084
6.52835E+11,Amerihost Inn,US,Jeffersonville,39.61573,-83.611885
6.61425E+11,Spirit Tree Inn B & B,US,Patagonia,31.52159,-110.70107
6.61425E+11,Econo Lodge,US,Bellefonte,40.883027,-77.779928
6.78605E+11,Best Western,US,Mount Airy,36.48658,-80.746031
6.87195E+11,Holiday Inn,US,Springfield,40.684914,-74.33085
6.95785E+11,La Quinta Inn and Suites Miami Cutler Bay,US,Miami,25.578643,-80.367017
7.04375E+11,Clarion Inn,US,Elk City,35.386405,-99.401614
7.04375E+11,Wakonda Hotel & Bar,US,Wakonda,43.009231,-97.107824
7.21555E+11,Best Western Eufaula Inn,US,Eufaula,35.30333,-95.59251
7.30144E+11,Bay Shores Yachttennisclub 514 2 Br Condo By Redawning,US,Indian Rocks Beach,27.850447,-82.844245
7.47324E+11,Azul Beach Hotel By Karisma Gourmet Inclusive,US,Mont Belvieu,20.90572,-86.84786
7.47324E+11,Americas Best Value Inn,US,North Platte,41.13524203,-100.7566567
7.55914E+11,Intown Suites El Paso,US,El Paso,31.75071,-106.34292
7.64504E+11,Hotel Russo Palace,US,Mableton,45.421611,12.376187
7.73094E+11,Good Nite Inn Rohnert Park,US,Rohnert Park,38.3636,-122.71498
7.81684E+11,Super 8 - Upland,US,Upland,34.08881,-117.67238
7.90274E+11,Westernaire Motel,US,Mesa,,-111.7143
7.98864E+11,Spruce Meadow Cabins,US,Jackman,45.68028,-70.28407
8.07454E+11,Bailey Hotel,US,Bunkie,30.953453,-92.18473
8.16044E+11,Microtel Inn and Suites By Wyndham Burlington,,Burlington,36.06256,-79.43484
8.24634E+11,Fireside Inn Santa Cruz,US,Santa Cruz,36.965324,-122.021465
8.24634E+11,Budget Inn,US,Owensboro,37.773652,-87.107953
8.33224E+11,Fairbridge Inn,US,Kalispell,48.18245,-114.30526
8.41814E+11,1785 Inn,US,North Conway,44.074067,
8.41814E+11,"Nippersink Country Club, Inc.",US,Genoa City,42.528357,-88.305893
8.50404E+11,The Jayakarta Bali,US,Arvada,-8.700062,115.164407
8.58993E+11,East Side Motel Cabins,US,Mobridge,45.537468,-100.423775
8.58993E+11,Rodeway Inn Near Venice Beach,US,Los Angeles,33.997833,-118.42066
8.76173E+11,Econo Lodge St Robert,US,St. Robert,37.8228,-92.14079
8.76173E+11,Greenstay Hotel and Suites,US,Springfield,37.2085,-93.22816
8.93353E+11,Quality Inn & Suites,US,Denver,39.915086,-104.992635
8.93353E+11,Red Roof Inn Erie,US,Erie,42.071304,
9.10533E+11,Bosselmans Pump Pantry Motel,US,Burwell,41.781994,-99.12564
9.19123E+11,Keyser Inn Inc,US,Keyser,39.439293,-78.970856
9.36303E+11,Lake Hill Cabins,US,Athens,39.35401,-81.998825
9.36303E+11,Days Inn,US,Kingsport,36.563074,-82.56591
9.44893E+11,Red Rest Inn,US,Macon,32.81274,-83.71964
9.53483E+11,Columbia Gorge Riverside Lodge,US,Stevenson,45.69192,-121.88308
9.62073E+11,Chippewa Hotel,US,Gaylord,45.027702,-84.663734
9.62073E+11,La Brea Hotel,US,Inglewood,33.96999,-118.35586
9.70663E+11,Villa Carlotta,US,Medina,37.850643,15.293988
9.70663E+11,"The Ritz-carlton Orlando, Grande Lakes",US,Orlando,28.407331,-81.404647
9.70663E+11,Americas Best Value Inn,US,Carson City,39.142715,-119.767824
9.87842E+11,Dead Broke Inn,US,Young,,
9.96432E+11,Rips Country Inn,US,Bowie,38.942771,-76.717039
9.96432E+11,Rodeway Inn,US,Elko,40.83441,-115.760897
1.00502E+12,Hampton Inn Waco,US,Waco,31.501896,-97.145605
