Id,Name,Country,City,Latitude,Longitude
1,Marriott Hotels Resorts Suites,US,Oak Brook,41.846704,-87.953952
6,Quality Inn and Suites Big Rapids,US,Big Rapids,43.68033,-85.48333
8589934596,Homewood Suites By Hilton Albuquerque - Journal Center,US,Albuquerque,35.159203,-106.585014
17179869186,Americinn Lodge Suites Austin,US,Austin,43.681877,-92.98395
25769803779,Advance Motel,US,Ironwood,,-90.161739
34359738369,Worldwide Hospitality Supply Company,US,Pompano Beach,26.23112,-80.15937
34359738373,Fitzgerald's Restaurant,US,Mohawk,47.414925,-88.2985
42949672964,Intercontinental Hotels Resorts,US,Lynnwood,47.841274,-4.22461E+11
51539607554,Extended Stay America,US,San Diego,32.759003,-117.181962
60129542146,Dallas/fort Worth Marriott Solana,US,Roanoke,32.979373,-97.168512
77309411331,Quality Inn & Suites Historic St. Charles,US,Saint Charles,38.770776,-90.494614
85899345920,Holiday Inn Lumberton North - I-95,US,Lumberton,34.669878,-79.002934
94489280513,Super 8 Fort Collins,US,Fort Collins,40.5833,-105.00756
1.03079E+11,Citrus Hills Lodge Hernando,US,Hernando,28.898995,-82.428738
1.11669E+11,Body Tuneup,US,Key West,24.54733,-81.79447
1.20259E+11,Days Inn,US,Woodstock,42.303436,-88.43277
1.28849E+11,Porto Vista Hotel,US,San Diego,32.724488,-117.167651
1.28849E+11,Comfort Suites,US,Jackson,35.661729,-88.85688
1.28849E+11,Comfort Inn,US,Lincoln,33.57963,-86.05954
1.37439E+11,Hudson Hotel - Book Direct,US,New York,ad40.768355_..,-73.984659
1.46029E+11,La Quinta,US,Jupiter,26.934633,-80.08641
1.46029E+11,The Booker-lewis,US,Leesville,31.144867,-93.26334
1.63209E+11,Holiday Inn Express - Harrisburg East,US,Harrisburg,40.277723,-76.821103
1.71799E+11,Inter-hotel Orl��ans Nord,US,Portland,47.939428,1.892902
1.80389E+11,Best Western Rama Inn & Suites,US,Enterprise,45.423289,-117.297714
1.97568E+11,Microtel Inn By Wyndham Southern Pines,US,Southern Pines,35.159924,-79.410489
2.06158E+11,The Litchfield Inn,US,Pawleys Island,33.470477,-79.097809
2.14748E+11,The Westin Buckhead,US,Atlanta,33.848866,-84.365492
2.31928E+11,Hampton Inn & Suites Crescent City,US,Crescent City,41.747799,-124.203261
2.40518E+11,Hotel Deca - A Noble House Hotel,US,Seattle,47.66143,-122.31429
2.49108E+11,Mandarin Oriental Hotel Group,US,San Francisco,37.792336,-122.40091
2.57698E+11,Merritt House Inn,US,Monterey,36.600532,-121.895694
2.74878E+11,Microtel of Ste Genevieve,US,Sainte Genevieve,37.967532,-90.057002
2.83468E+11,Super 8 Motel Fairmont,US,Fairmont,43.676471,-94.446189
2.92058E+11,Extended Stay America - Orlando Theme Parks - Vineland Rd.,US,Orlando,28.482007,-81.455546
3.00648E+11,The Miner's Inn Motel Restaurant,US,Viburnum,,
3.00648E+11,Grandison Bed Breakfast,US,Oklahoma City,35.47999,-97.52557
3.09238E+11,Hawthorn Suites By Wyndham Livermore Wine Country,US,Livermore,37.698349,-121.77371
3.17828E+11,Juniper Lane Guest House,US,Friday Harbor,48.540152,-123.038539
3.26418E+11,Lakeway Resort & Spa,US,Austin,30.373974,
3.35007E+11,Americinn Lodge & Suites Appleton,US,Appleton,44.30017,-88.37131
3.43597E+11,Ip Casino Resort Spa,US,Biloxi,30.411692,-88.890249
3.52187E+11,Raton Pass Inn,US,Raton,36.90992,-104.44177
3.60777E+11,Town Country Motel,US,Osage Beach,38.12717,-92.66533
3.69367E+11,Super 8 Cloquet,US,Cloquet,46.713882,-92.46476
3.77957E+11,Econo Lodge,US,Conway,33.840336,-79.06031
3.86547E+11,Osage Village Inn,US,Osage Beach,38.14468,-92.629776
3.86547E+11,Dockers Inn,US,Branson,36.632772,-93.272004
3.95137E+11,Motel 6,US,Gaylord,44.55565,-94.22368
4.03727E+11,Super 8 - Effingham,US,Effingham,39.14055,
4.12317E+11,La Quinta,US,Beaumont,30.03867,-94.15933
4.20907E+11,Best Western Plus San Marcos Inn,US,Morro Bay,35.364612,-120.851159
4.29497E+11,Country Inn and Suites By Carlson Galena,US,Galena,42.437138,-90.448875
4.38087E+11,Econo Lodge,US,Canton,34.255254,-84.46426
4.46677E+11,Stirling City Hotel,US,Stirling City,39.903822,-121.527419
4.55267E+11,Unionport Lodge No 333 F A M,US,Bloomingdale,40.363297,-80.84962
4.63856E+11,Colonial Motel,US,Manistique,45.952175,-86.22773
4.72446E+11,Plantation Inn,US,Shreveport,32.47119,-93.82771
4.89626E+11,Alyssa's Motel,US,Casco,,
4.98216E+11,Fairfield Inn/suites-marriott,US,Titusville,28.552433,-80.853663
5.06806E+11,"Hotel Monaco Chicago, A Kimpton Hotel",US,Chicago,41.886337,-87.62626
5.15396E+11,Econo Lodge,US,Bellingham,48.781123,-122.485944
5.15396E+11,Magton Inc,US,Ocean City,39.27588,-74.5755
5.15396E+11,Holiday Inn & Suites Green Bay Stadium,US,Green Bay,44.47606,-88.07651
5.41166E+11,Best Western Burlington Inn,US,Burlington,36.070038,-79.49494
5.49756E+11,Quality Inn & Suites Hanes Mall,US,Winston Salem,,-80.29879
5.58346E+11,Four Points-kansas,US,,39.307376,-94.684165
5.66936E+11,Springhill Suites Columbia,US,Columbia,39.176128,-76.847257
5.75526E+11,Hilton San Diego Airport/harbor Island,US,San Diego,32.724775,-117.209891
5.84116E+11,Quality Inn and Suites,US,Laramie,41.324506,-105.617388
6.01295E+11,Miramar Boutique Hotel,US,Manassas,41.679122,8.914842
6.18475E+11,Sleep Inn,US,Millbrook,32.46026,-86.38375
6.27065E+11,La Quinta Inn and Suites Meridian,US,Meridian,32.350392,-88.691659
6.52835E+11,Hotel Casena Dei Colli,US,Palermo,38.160424,13.331846
6.52835E+11,Homestead Studio Suites,US,Duluth,33.951254,-84.125047
6.61425E+11,Twelve Hotels & Residences,,Atlanta,33.79156,-84.398014
6.70015E+11,Bayside Resort Hotel,US,West Yarmouth,41.655436,-70.256179
6.87195E+11,Mandarin Oriental Jakarta,US,Staten Island,-6.195424,106.823673
6.95785E+11,Days Inn & Suites Castle Rock,US,Castle Rock,39.408529,-104.866775
