Id,Name,Country,City,Latitude,Longitude
3,Hampton Inn-st Robert,US,Saint Robert,37.82382,-92.149721
8589934593,Cascabel,US,Norwood,38.158896,-108.241334
25769803776,Best Western Plus Arlington North Hotel and Suites,US,Grand Prairie,32.783764,-97.06028
25769803781,Eaglecrest Ski Area,,Juneau,58.299629,-134.405992
34359738370,Sherwood Hills Resort,US,Wellsville,41.616549,-111.932986
42949672961,Holiday Inn Express and Suites Canyonville,US,Canyonville,42.9414,-123.28994
42949672966,Royal Inn Motel,US,Petersburg,37.229694,-2.67343E+11
51539607556,The Savoy Hotel,US,Miami Beach,25.77385,-80.132075
60129542148,Americas Best Value Inn,US,Florence,34.26574,-79.73134
77309411328,The Point,US,Saranac Lake,44.304794,-74.336525
77309411333,Budget Host,US,Interior,43.737682,-101.96541
85899345922,Quality Inn and Suites Eugene-springfield,US,Springfield,44.08588,-123.04228
85899345925,Central House,US,Bar Harbor,44.389041,-68.208009
1.03079E+11,Websters Manor,US,Mullins,34.207755,-79.254744
1.11669E+11,Vista Hotel On Lake Tarpon,US,Palm Harbor,28.115091,-82.739762
1.11669E+11,Comfort Inn,US,Glasgow,36.985054,-85.9343
1.20259E+11,Econo Lodge Bellmawr,US,Bellmawr,39.86358,-75.07821
1.28849E+11,Sci�� On Martin,US,Washington,45.54057,8.81226
1.28849E+11,Studio 6,US,Mansfield,41.807106,-77.07787
1.37439E+11,Country Inn and Suites By Carlson,US,Elkhart,41.73513,-85.97723
1.46029E+11,Super 8 Belle Fourche,US,Belle Fourche,44.66265,-103.85426
1.54619E+11,Menehune Reservations,US,Kihei,20.763436,-156.458353
1.80389E+11,Residence Inn By Marriott Irvine John Wayne Airport,US,Irvine,33.67971,-117.837279
1.88979E+11,Hyatt Centric Arlington,US,Arlington,38.89493,-2.66236E+11
1.97568E+11,Fairfield Inn & Suites Peoria East,US,East Peoria,40.67221051,-89.57642544
1.97568E+11,Cherokee Lodge Bed and Breakfast,US,Coronado,32.686698,-117.180913
2.06158E+11,Colonial Inns of Ontario,US,Ontario,44.02586,-116.9435
2.14748E+11,Quality Inn,US,Macon,32.805482,-83.722511
2.23338E+11,Candlewood Suites Huntersville,US,Huntersville,35.44025,-80.87268
2.31928E+11,Narcis,US,Guernsey,45.079082,14.150233
2.40518E+11,Yakima Inn,US,Yakima,46.614468,-120.51191
2.57698E+11,Red Roof Inn,US,Oklahoma City,35.463253,-97.60122
2.66288E+11,Gresham Area Hotels,US,Troutdale,45.53678,-122.42104
2.66288E+11,Berkshire By The Sea A Vri Resort,US,Delray Beach,26.464654,-80.058094
2.74878E+11,Embassy Suites By Hilton Houston Downtown,US,Houston,29.752848,-95.361488
2.83468E+11,Sumner Motor Inn,US,Sumner,47.202366,-122.22269
2.92058E+11,Homewood Suites By Hilton Indpls Airport / Plainfield In,US,Plainfield,39.675394,-86.366525
3.00648E+11,Gooding Hotel Bed Breakfast,US,Gooding,42.944965,-114.71284
3.09238E+11,Quality Inn,US,Cleveland,35.21037,-84.87075
3.17828E+11,Marriott Springhill Marina,US,Marina,36.66457,-121.80524
3.43597E+11,Sunset Inn-yosemite Cabins,US,Groveland,37.811924,-119.88103
3.43597E+11,Acorn Motor Inn,US,Oak Harbor,48.288952,-122.657842
3.60777E+11,Holiday Inn Manhattan 6th Ave - Chelsea,US,New York,40.74535,-73.992344
3.69367E+11,Quality Inn & Suites - Riverfront,US,Oswego,43.45818526,-76.50861875
3.77957E+11,Staybridge Suites Chicago - Glenview,US,Glenview,42.103679,-87.820893
3.86547E+11,Days Inn Bowling Green,US,Bowling Green,41.374508,-83.61899
3.95137E+11,La Quinta,US,New Orleans,30.045267,-89.95993
4.03727E+11,Hampton Inn Ft Chiswell,US,Max Meadows,36.94077,-80.94398
4.12317E+11,Lindy Motel,US,Coudersport,41.77256,-78.02117
4.20907E+11,Days Inn Branson Mo,US,Branson,36.642942,-93.28783
4.29497E+11,Hotel Garibaldi,US,Silver Creek,45.496711,12.24464
4.38087E+11,Wingate By Wyndham Lagrange,US,Lagrange,33.042491,-84.964116
4.38087E+11,Sky Vue Motel,US,Alamosa,37.470883,-105.859652
4.46677E+11,Hampton Inn Suites Columbus,US,Columbus,33.514122,-88.42615
4.55267E+11,Solstice,US,Erie,42.046699,-80.080429
4.55267E+11,Extended Stay America Grand Rapids - Kentwood,US,Grand Rapids,42.90948,-2.95602E+11
4.63856E+11,H��tel Sezz Paris,US,Irving,48.856543,2.285148
4.81036E+11,Holiday Inn Express Dahlonega,US,Dahlonega,34.52495,-83.97584
4.81036E+11,Motel 6,US,Santa Barbara,,-119.738091
4.89626E+11,Tiffany House Bed & Breakfast,US,Redding,40.60182,-122.384637
4.98216E+11,Extended Stay America - Fort Lauderdale - Davie,US,Fort Lauderdale,26.096485,-80.246321
5.06806E+11,Comfort Inn,US,Allentown,40.57584,-75.53122
5.15396E+11,Comfort Inn and Suites O'fallon,US,O Fallon,38.800071,-90.679098
5.23986E+11,Hampton Inn Rockford,US,Rockford,42.273094,-88.96704
5.41166E+11,Rainbow Motel,US,South Deerfield,42.424397,-72.62162
5.58346E+11,Howard Johnson,US,Spokane,47.686226,-117.411305
5.58346E+11,Super 8 Longmont / Del Camino,US,Longmont,40.158007,-104.981704
5.66936E+11,Mountain Lodge At Telluride - A Noble House Resort,US,Telluride,118827608.8,-107.850865
5.75526E+11,Chalfant House,US,Bishop,37.36312,-118.396385
5.92705E+11,Economy Inn,US,Dillon,34.43614,-79.36981
6.09885E+11,Best Western Plus Circle Inn,US,Enterprise,31.327117,-85.835556
6.18475E+11,Brasstown Valley Golf Club,US,Young Harris,34.958828,-83.84617
6.35655E+11,Old Saco Inn Bed & Breakfast,US,Fryeburg,44.016433,-70.980637
6.44245E+11,Best Western of Long Beach,US,Long Beach,33.78864,-118.189464
6.52835E+11,Hampton Inn Sarasota - I-75 Bee Ridge,US,Sarasota,27.300319,-82.450461
6.52835E+11,Comfort Suites Fort Pierce,US,Fort Pierce,27.412418,-80.390934
6.61425E+11,Super 8 Opelousas,US,Opelousas,30.515139,-92.071014
6.78605E+11,Equestrian Estates Horse Farm Bed and Breakfast,US,Lancaster,39.98925,-76.29837
6.87195E+11,Holiday Inn Express & Suites Lawrence,US,Lawrence,38.92157,-95.260979
6.95785E+11,Holiday Inn Express,US,Springfield,37.9567,-122.331267
7.04375E+11,Fairfield Inn By Marriott Binghamton,US,Binghamton,42.130338,-75.905832
7.04375E+11,Comfort Suites,US,Springfield,39.89509,-83.81486
7.21555E+11,Red Carpet Inn,US,Windom,43.856357,-95.116243
7.30144E+11,Olde Bridge Inn,US,Caseyville,38.641903,-90.019974
7.30144E+11,Super 8 Kingston,US,Kingston,35.87883,-84.51029
7.38734E+11,Happy Tails Hotel & Playland,US,Saint Ann,38.714704,-90.408154
7.47324E+11,Twin Gables of Woodstock,US,Woodstock,42.04035,-74.12098
7.55914E+11,Americas Best Value Inn,US,Lancaster,40.05696,-76.33129
7.55914E+11,Courtyard By Marriott Downtown Boise,US,Boise,43.608151,-116.192184
7.64504E+11,Best Western Hartford Hotel & Suites,US,Hartford,41.734582,-72.65952
7.73094E+11,Holiday Inn Fond Du Lac,US,Fond Du Lac,43.75521,-88.47649
7.81684E+11,Days Inn Suites,US,Grinnell,41.757133,-92.72739
7.90274E+11,Brightwood Inn Country Inn,US,Oglesby,41.281081,-89.010139
7.98864E+11,Holiday Inn Express & Suites Weslaco,US,Weslaco,26.171754,-97.958775
