	Address	Id	Latitude	Longitude	Name
142	4 Piazza Duca d'Aosta, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	1898380000000.0	51.4903724	-0.1459218	Windermere Hotel
143	Via Pietro Colletta, Porta Romana, Milano, Milano, 25, IT, 20135	1984270000000.0	51.4967399	-0.2064723	Hilton London Olympia
144	20 Via Masaccio, De Angeli-Monte Rosa, Milano, Milano, 25, IT, 20148	2001450000000.0	51.527262	-0.282992	Park Plaza London Park Royal
145	13 Via Cusani, Brera, Milano, Milano, 25, IT, 20121	2035810000000.0	51.5166755	-0.0697897	Arbor City
146	117 Via Lodovico il Moro, Ronchetto sul Naviglio-L. il Moro, Milano, Milano, 25, IT, 20146	2044400000000.0	51.5109945	-0.1863417	Grand Royale London Hyde Park
147	1A Via Ugo Bassi, Isola, Milano, Milano, 25, IT, 20159	2070170000000.0	51.525535	-0.1180354	Goodenough Club
148	4 Via Alberico Albricci, Duomo, Milano, Milano, 25, IT, 20122	2087350000000.0	51.5131979	-0.1174504	The Waldorf Hilton
149	56 Viale Bligny, Porta Vigentina-Porta Lodovica, Milano, Milano, 25, IT, 20136	2104530000000.0	51.4981471	-0.1436492	41
150	10 Via Galileo Galilei, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2138890000000.0	51.5266618	-0.1296571	Ambassadors Bloomsbury
151	Piazza Giuseppe Missori, Duomo, Milano, Milano, 25, IT, 20123	2241970000000.0	51.5128032	-0.07586	Hotel Indigo London Tower Hill
152	18 Via Marco Polo, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2250560000000.0	51.5157316	-0.1802179	Park Grand London Hyde Park
153	8 Via Cesare Musatti, Stephenson, Milano, Milano, 25, IT, 20157	2267740000000.0	51.4992791	-0.1973593	Best Western Seraphine Kensington Olympia
154	22 Viale Andrea Doria, Buenos Aires-P. Venezia-P. Monforte, Milano, Milano, 25, IT, 20124	2267740000000.0	51.5052587	-0.099176	Mercure London Bridge
155	Piazza Luigi di Savoia, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2284920000000.0	51.5267769	-0.1324905	St Pancras Renaissance Hotel London
156	91 Corso Sempione, Portello, Milano, Milano, 25, IT, 20149	2293510000000.0	51.511579	-0.1500193	London Marriott Hotel Grosvenor Square
157	16A Via Don Bartolomeo Grazioli, Affori, Milano, Milano, 25, IT, 20161	2293510000000.0	51.5135929	-0.0907833	The Ned
158	11 Via Spadari, Duomo, Milano, Milano, 25, IT, 20123	2310690000000.0	51.4982412	-0.1134715	Park Plaza London Waterloo
159	12 Via Guglielmo Silva, De Angeli-Monte Rosa, Milano, Milano, 25, IT, 20149	2345050000000.0	51.5077198	0.0229805	Novotel London Excel
160	2 Via Silvio Pellico, Duomo, Milano, Milano, 25, IT, 20121	2345050000000.0	51.5020912	-0.1577795	The Berkeley
161	12 Piazza Guglielmo Oberdan, Buenos Aires-P. Venezia-P. Monforte, Milano, Milano, 25, IT, 20129	2388000000000.0	51.4936161	-0.1592347	11 Cadogan Gardens
162	2 Via Ugo Iginio Tarchetti, Brera, Milano, Milano, 25, IT, 20121	2413770000000.0	51.5289499	-0.1232979	Comfort Inn Suites Kings Cross St Pancras
163	18 Via Felice Casati, Buenos Aires-P. Venezia-P. Monforte, Milano, Milano, 25, IT, 20124	2439540000000.0	51.5055513	-0.1501698	London Hilton on Park Lane
164	6 Via San Tomaso, Brera, Milano, Milano, 25, IT, 20121	2448130000000.0	51.5104696	-0.1265824	St Martins Lane A Morgans Original
165	20 Via Santo Spirito, Duomo, Milano, Milano, 25, IT, 20121	2482490000000.0	51.4990259	-0.1427453	The Nadler Victoria
166	336 Viale Sarca, Bicocca, Milano, Milano, 25, IT, 20126	2491080000000.0	51.5064607	-0.1454198	Flemings Mayfair
167	1 Via Mauro Macchi, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2551210000000.0	51.4611219	-0.2756216	The Victoria
168	20 Via Giovanni Battista Pirelli, Stazione Centrale-Ponte Seveso, Milano, Milano, 25, IT, 20124	2568390000000.0	51.5265189	-0.1303689	Hilton London Euston
169	10 Via Privata Polonia, Stephenson, Milano, Milano, 25, IT, 20157	2602750000000.0	51.5458476	-0.0554113	Old Ship Inn Hackney
170	8 Via Venezia Giulia, Stephenson, Milano, Milano, 25, IT, 20157	2602750000000.0	51.5743549	-0.0977567	United Lodge Hotel and Apartments
171	56 Via Giovanni Battista Casella, Villapizzone-Cagnola-Boldinasco, Milano, Milano, 25, IT, 20156	2611340000000.0	51.4942539	-0.1414756	Park Plaza Victoria London
172	9 Dam, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012 JS	2637110000000.0	51.5061587	-0.1402803	St James Hotel Club Mayfair
173	14 Arlandaweg, Westpoort, Amsterdam, Amsterdam, NH, NL, 1043 EW	2645700000000.0	51.4944319	-0.1363756	Grange Wellington Hotel
174	341 Herengracht, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1016 AZ	2688650000000.0	51.5060237	-0.151078	Washington Mayfair Hotel
175	74 Jan Luijkenstraat, Oud-Zuid, Amsterdam, Amsterdam, NH, NL, 1071 CT	2705830000000.0	51.5199224	-0.2116636	Portobello House
176	80 Slotermeerlaan, Geuzenveld / Slotermeer, Amsterdam, Amsterdam, NH, NL, 1064 HD	2765960000000.0	51.4891226	-0.1205639	Staybridge Suites London Vauxhall
177	Europaboulevard, Zuideramstel, Amsterdam, Amsterdam, NH, NL, 1083	2800320000000.0	51.5122457	-0.0757326	The Chamberlain
178	176 Nieuwezijds Voorburgwal, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012 SJ	2808910000000.0	51.5263854	-0.1136042	Crowne Plaza London Kings Cross
179	251 Weteringschans, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 XJ	2860450000000.0	51.5110993	-0.1208673	Strand Palace Hotel
180	76 Nes, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012 KE	2911990000000.0	51.5038632	-0.1504132	InterContinental London Park Lane
181	4 Vijzelstraat, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 HK	2929170000000.0	51.5278465	-0.0889473	M by Montcalm Shoreditch London Tech City
182	255 Herengracht, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1016 BJ	2980710000000.0	51.4960283	-0.1686355	The Franklin Hotel Starhotels Collezione
183	21 Leeuwendalersweg, Bos en Lommer, Amsterdam, Amsterdam, NH, NL, 1055 JE	3049430000000.0	51.4978466	-0.164156	The Beaufort
184	48 Nicolaas Witsenkade, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 ZV	3058020000000.0	51.5180207	-0.1500567	The Marylebone Hotel
185	Suikerbakkerssteeg, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012	3066610000000.0	51.4957436	-0.1477528	The Tophams Hotel
186	17 Amstelstraat, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 DA	3083790000000.0	51.509841	-0.1552193	Grosvenor House Suites by Jumeirah Living
187	2 Albert Cuypstraat, Oud-Zuid, Amsterdam, Amsterdam, NH, NL, 1072 CT	3109560000000.0	51.5121957	-0.1318384	The Piccadilly London West End
188	47 Bellamyplein, Oud-West, Amsterdam, Amsterdam, NH, NL, 1053 AT	3118150000000.0	51.517608	-0.1276253	Radisson Blu Edwardian Bloomsbury Street
189	53 's-Gravesandestraat, Oost / Watergraafsmeer, Amsterdam, Amsterdam, NH, NL, 1092 AA	3143920000000.0	51.5150522	-0.159239	The Montcalm Marble Arch
190	307 Singel, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1012 WJ	3152510000000.0	51.5147387	-0.1341108	The Nadler Soho
191	46 Noorderstraat, Amsterdam-Centrum, Amsterdam, Amsterdam, NH, NL, 1017 TV	3178280000000.0	51.4815995	-0.1481053	Pestana Chelsea Bridge Hotel Spa
192	2525 San Pablo Dam Rd, San Pablo, Contra Costa, CA, US, 94806	3264180000000.0	51.507746	-0.1422993	Holiday Inn London Mayfair
